20230914	12:36:57	2db36d05-a275-434c-9660-f1ea993dcad7	/	GET
 20230914	12:36:57	fdf55be3-04e1-445c-a44b-784ef0a5c785	/css/style.css	GET
 20230914	12:36:58	303b6a03-ed61-45da-bf22-861a78b400da	/favicon.ico	GET
 20230914	12:37:05	5d686b47-c684-4aac-b412-6f95e216ff0e	/about	GET
 20230914	12:37:05	2ffdea24-d593-4cc8-98e7-e1e2001d8b8a	/css/style.css	GET
 20230914	12:37:13	ed82d4f2-5164-4fb3-8971-292f428cecbd	/image	GET
 20230914	12:37:13	6133a838-d429-4dcc-ab01-224414133fe0	/css/style.css	GET
 20230914	12:37:59	962abe53-7197-43c3-a28c-97708d422d53	/css	GET
 20230914	12:37:59	45a27ebb-20bd-4c1b-babf-67320b561c53	/css/style.css	GET
 20230914	13:21:33	fe80bd60-3bff-4f3a-ab94-26788555f714	/css	GET
 20230914	13:21:33	46b87d55-72a8-4d36-8b64-2cc677ee84ab	/css/style.css	GET
 20230914	13:21:38	33bcb67f-eb16-4d5a-9f75-b4bf086ffdb2	/	GET
 20230914	13:21:38	72eb8fba-f3f2-4e70-b921-20ec9ac2b6ff	/css/style.css	GET
 20230914	13:21:45	8b92126c-611b-46a7-9d10-57c2d4717596	/js	GET
 20230914	13:21:45	bae8c492-82bb-4d71-91c9-401f83342f74	/css/style.css	GET
 20230914	13:21:51	c3e4befe-52bf-4e1e-ab89-e0e24319b2dd	/	GET
 20230914	13:21:51	14c9947c-c86d-4219-8acc-9f1bb2beb97b	/css/style.css	GET
 20230914	13:22:12	e495efc6-6268-47fe-b0f0-9f9ed8edc816	/Json	GET
 20230914	13:22:12	3f92ffc4-95b3-4c24-bc1d-96bf465e2537	/css/style.css	GET
 20230914	13:22:18	04260668-5288-4ff5-9a9f-fb0d15a7ac6a	/data	GET
 20230914	13:22:18	bb68756e-8f07-4f41-861d-67fc330e85cb	/css/style.css	GET
 20230914	13:22:20	608253df-d206-4ddf-ad05-2a03899bc231	/data	GET
 20230914	13:22:20	965beabd-6e1f-4e19-b06b-c5f6b9cbcb57	/css/style.css	GET
 20230914	13:34:16	3cb87ccf-0567-4a2a-a235-177ba3082b2c	/	GET
 20230914	13:34:16	11fea0ce-699d-49c7-a72a-03eb0efdb124	/css/style.css	GET
20230915	16:42:23	1b3b0d86-70f7-4ebe-822d-80796687404c	GET	undefined	/style.css
20230915	16:42:23	8d6f32d8-6bba-43a4-a01d-992219edc204	GET	undefined	/img.png
20230915	16:42:23	d2ba8dd8-3ab1-4c42-91cb-aac658f2bd9a	GET	undefined	/script.js
20230915	16:42:23	70ac4b17-8c86-4d5b-aa5a-30c9e2321e4a	GET	undefined	/imgfeaturef1.png
20230915	16:42:23	7d2ca523-6a2c-40d5-b2ed-9359bac6e9d5	GET	undefined	/Promotion.png.png
20230915	16:42:23	a68922d7-c242-47f2-a40c-26e795bf9b14	GET	undefined	/Online%20Order.png.png
20230915	16:42:23	fe2257bf-9d74-4da6-be7f-5507e0b0a7a9	GET	undefined	/Save%20Money.png.png
20230915	16:42:23	5351e016-f1b0-4480-9e09-ceb9d7c3f3ce	GET	undefined	/Happy%20sell.png
20230915	16:42:23	06d6c2e2-9398-41a9-b0ab-c187f06ed012	GET	undefined	/Support.png
20230915	16:42:23	c01ddedf-67a2-4675-ad71-adfb17377054	GET	undefined	/product%20f1.jpg
20230915	16:42:23	3634d42c-63a0-4fbe-9bcc-b7ee9596b14a	GET	undefined	/product%20f2.jpg
20230915	16:42:23	9ea8cd69-f48c-4f70-ab82-9bb8aa15d316	GET	undefined	/product%20f3.jpg
20230915	16:42:23	ffc6d137-9b1a-4d32-944f-027f991f426f	GET	undefined	/product%20f4.jpg
20230915	16:42:23	82eec684-371a-40f7-a0e0-5585d3a184b4	GET	undefined	/product%20f5.jpg
20230915	16:42:23	3932fd34-03b5-424b-b326-b2840a69c799	GET	undefined	/product%20f6.jpg
20230915	16:42:23	01e0bb0c-234d-4325-b75d-205188fedc88	GET	undefined	/product%20f7.jpg
20230915	16:42:23	59c007ff-7df4-44a5-ae5f-bffdb5faf74d	GET	undefined	/product%20f8.jpg
20230915	16:42:57	7d42eee3-69c2-4720-bff2-1cc0bffd35c8	GET	undefined	/index
20230915	16:42:57	4c2598f2-980d-411a-9be2-30313b4c8359	GET	undefined	/style.css
20230915	16:42:57	a033419a-57fa-4ab6-8a41-2eff2f14a59d	GET	undefined	/script.js
20230915	16:42:57	0f6ecead-058e-4a4a-a24a-9e6e6fa176c4	GET	undefined	/img.png
20230915	16:42:57	7edf61d8-c104-468c-b184-53a5384c1f78	GET	undefined	/imgfeaturef1.png
20230915	16:42:57	14e86abf-c001-4d38-913e-4cdefdd17488	GET	undefined	/Online%20Order.png.png
20230915	16:42:57	b55c873a-a31f-48f9-86cd-4090cd4c4cf5	GET	undefined	/Save%20Money.png.png
20230915	16:42:57	92b0b932-cbbd-4101-a0fd-04149ea7d3a2	GET	undefined	/Promotion.png.png
20230915	16:42:57	e1b23209-7e1e-498b-9b56-ba8565bf2949	GET	undefined	/Happy%20sell.png
20230915	16:42:57	6dc426d9-0e6a-4664-a90d-ebd82680888e	GET	undefined	/Support.png
20230915	16:42:57	f0c170ec-d712-4485-ad4d-97e3329d2d1a	GET	undefined	/product%20f1.jpg
20230915	16:42:57	58995e15-0d6e-4c5a-9050-145c6ee483c3	GET	undefined	/product%20f2.jpg
20230915	16:42:57	dd8d7a25-4791-4908-8c04-6235d6600178	GET	undefined	/product%20f3.jpg
20230915	16:42:57	c043e5fb-107e-43a3-8d70-90fb224c3957	GET	undefined	/product%20f4.jpg
20230915	16:42:57	4e25a05f-8d97-4112-8a9e-17cfdcb20b5e	GET	undefined	/product%20f5.jpg
20230915	16:42:57	e7b1a046-c75e-4cc9-ac23-11754738dad8	GET	undefined	/product%20f6.jpg
20230915	16:42:57	37dbe029-bafe-4599-9d73-391e113c60a1	GET	undefined	/product%20f7.jpg
20230915	16:42:57	4a20669d-d99f-4ec7-8dc1-510a61e89c2d	GET	undefined	/product%20f8.jpg
20230915	16:42:57	2fb7eda2-b7d3-4adc-a129-390a87e02e4e	GET	undefined	/img/button.png
20230915	16:44:11	756a08f3-cd4d-425d-a0c8-8b258d96878b	GET	undefined	/index
20230915	16:44:11	31a442cc-7f18-4df9-975c-dddc47fc9342	GET	undefined	/style.css
20230915	16:44:11	3c7507c2-b320-4773-bacf-9ed2dac35fb6	GET	undefined	/script.js
20230915	16:44:11	1453da07-cf54-4503-90e5-77ae094860dc	GET	undefined	/img.png
20230915	16:44:11	3625e462-d7eb-40ee-a58c-08aa2ec92064	GET	undefined	/imgfeaturef1.png
20230915	16:44:11	f42d351c-cc10-4c88-af7a-0a71664a8584	GET	undefined	/Online%20Order.png.png
20230915	16:44:11	4597b7f2-d277-455f-990d-a52c08b4e37d	GET	undefined	/Save%20Money.png.png
20230915	16:44:11	4a8696a3-b021-4bd3-8026-99fd39da15b5	GET	undefined	/Promotion.png.png
20230915	16:44:11	2614edcb-e541-4064-a30e-b59f6ff3b67e	GET	undefined	/Happy%20sell.png
20230915	16:44:11	6d2944e6-442d-484f-9ee3-81fb874781ca	GET	undefined	/Support.png
20230915	16:44:11	6bfc3070-2717-4ebb-8572-05bb050477cd	GET	undefined	/product%20f1.jpg
20230915	16:44:11	1db10cb0-1747-40d5-bf57-f92fcbe77382	GET	undefined	/product%20f2.jpg
20230915	16:44:11	388fa1a3-9563-40ee-9c72-a04cbd22b751	GET	undefined	/product%20f3.jpg
20230915	16:44:11	322bafc6-3b68-4356-bca1-150b77808350	GET	undefined	/product%20f4.jpg
20230915	16:44:12	5ca3f2f5-c67c-419d-b1c1-98a94c1325b0	GET	undefined	/product%20f5.jpg
20230915	16:44:12	2a8ac3af-4c8b-496a-b42a-fa74e5dedfcc	GET	undefined	/product%20f6.jpg
20230915	16:44:12	d2a334d1-9b43-474a-b17e-25615035e817	GET	undefined	/product%20f7.jpg
20230915	16:44:12	2ca27dbe-b454-400e-8571-3cc9a408d9dc	GET	undefined	/product%20f8.jpg
20230915	16:44:12	eeb02b84-35fd-488c-ac3b-c1a71f001b15	GET	undefined	/img/button.png
20230915	16:46:23	2b2ebfe3-70e2-4e08-ae7d-1a65cc64a2b3	GET	undefined	/index
20230915	16:46:23	1097bb3c-ac40-4d91-ac40-f4b892682791	GET	undefined	/style.css
20230915	16:46:23	3f052903-bf2b-4646-90f1-3a08c00dbbb6	GET	undefined	/script.js
20230915	16:46:23	545a4541-0ab2-4081-86bf-1077c4e03122	GET	undefined	/img.png
20230915	16:46:23	f716b1b3-c6d2-47f4-bd0c-074fb91fcc22	GET	undefined	/imgfeaturef1.png
20230915	16:46:23	da3593a6-4544-4ca0-a866-2e4670214ea2	GET	undefined	/Online%20Order.png.png
20230915	16:46:23	eb0db13a-c827-4cc6-bf16-ba25250d51a1	GET	undefined	/Save%20Money.png.png
20230915	16:46:23	b86e9cc3-ff42-4aa0-853f-fe098482b007	GET	undefined	/Promotion.png.png
20230915	16:46:23	7874fccc-bb5f-4549-8683-52b326cd3c8c	GET	undefined	/Happy%20sell.png
20230915	16:46:23	f23655b8-917b-43d8-89ee-a0513f77bbf5	GET	undefined	/Support.png
20230915	16:46:23	faa06597-c5e0-4505-95f1-0e92d6fdf123	GET	undefined	/product%20f1.jpg
20230915	16:46:23	dad88ca5-cd80-4993-b8a3-0e61ac33401c	GET	undefined	/product%20f2.jpg
20230915	16:46:23	bf0997a9-8162-4844-992d-57bece103d80	GET	undefined	/product%20f3.jpg
20230915	16:46:23	fe31804d-3dfc-4b56-8e6d-551fdd92c32d	GET	undefined	/product%20f4.jpg
20230915	16:46:23	2484e429-344b-4e91-9b25-b19708e75801	GET	undefined	/product%20f5.jpg
20230915	16:46:23	bb20acee-7ba7-47e3-a9f5-84f5defbabd4	GET	undefined	/product%20f6.jpg
20230915	16:46:23	839a3ef0-0b22-4e59-b9d6-03ef4b6b4b3d	GET	undefined	/product%20f7.jpg
20230915	16:46:23	51cdf16c-ef13-4e64-91f3-ffc78fc21a10	GET	undefined	/product%20f8.jpg
20230915	16:46:23	f4db34cc-dace-4f42-92c5-757835faab8b	GET	undefined	/img/button.png
20230915	16:46:24	dcbb482a-2c6d-485e-8301-ebf207d10c49	GET	undefined	/product%20f4.jpg
20230915	16:46:37	e359fe2d-a985-4608-a0c9-0761451fcca3	GET	undefined	/product%20f7.jpg
20230915	16:46:44	e66c11af-aa99-4771-96da-38bf6790ae8e	GET	undefined	/new-page.html
20230915	16:46:44	3f300db7-8e10-45cf-b106-d9f42cbf4223	GET	undefined	/css/style.css
20230915	16:46:44	457011b8-20da-4ae1-84e7-a02647fa0be3	GET	undefined	/img/img1.jpg
20230915	16:46:52	e9bb6458-8f42-4be5-b673-2a5f8afbeb9e	GET	undefined	/
20230915	16:46:52	f9d29bda-1009-45b9-a358-e0648c163dd7	GET	undefined	/style.css
20230915	16:46:53	1fd4e875-234d-478f-8a94-b332eed25d11	GET	undefined	/script.js
20230915	16:46:53	1d11bf72-b089-4de1-b712-454e6ea54a98	GET	undefined	/img.png
20230915	16:46:53	808d6380-852a-4ef7-8901-659cb77788fa	GET	undefined	/imgfeaturef1.png
20230915	16:46:53	06bf746f-052f-4177-a0ea-73f21ee1a302	GET	undefined	/Online%20Order.png.png
20230915	16:46:53	ad0e66fa-e588-4b65-a7fd-3e9a853af097	GET	undefined	/Save%20Money.png.png
20230915	16:46:53	71e06f99-6068-4881-80f1-9c3bb9cf3869	GET	undefined	/Promotion.png.png
20230915	16:46:53	9c61d8aa-bfa0-417d-8a02-3ba4d6498b76	GET	undefined	/img/button.png
20230915	16:46:53	8b123ec6-33ac-469e-b8d6-048c6b6d72a2	GET	undefined	/Happy%20sell.png
20230915	16:46:53	a3132a11-7a4d-4c50-9cf3-ddfbfa79f32d	GET	undefined	/Support.png
20230915	16:46:53	cc26fc76-01d1-44d0-b60f-4f4eb926e31d	GET	undefined	/product%20f1.jpg
20230915	16:46:53	05aaab8d-888d-41a0-89da-dfb106e74054	GET	undefined	/product%20f2.jpg
20230915	16:46:53	5cba0e1b-445e-4005-8102-e921b522fe5d	GET	undefined	/product%20f3.jpg
20230915	16:46:53	263589af-95c1-4cd6-9c68-9056cfb371da	GET	undefined	/product%20f4.jpg
20230915	16:46:53	63f23ee5-7349-4f4d-960c-7a660b250b84	GET	undefined	/product%20f5.jpg
20230915	16:46:53	21f54e8a-fd70-43a3-aab3-49abd9a1e831	GET	undefined	/product%20f6.jpg
20230915	16:46:53	7915d687-6d2e-41a1-8f5b-fe95b094fd32	GET	undefined	/product%20f7.jpg
20230915	16:46:53	f07a0931-8307-4db3-a084-6ba4fd9aa141	GET	undefined	/product%20f8.jpg
20230915	16:47:21	1f829c94-7cb8-4a27-b007-f84077d77576	GET	undefined	/
20230915	16:47:21	841595e6-ce00-4b3e-9940-4cc219c32c03	GET	undefined	/style.css
20230915	16:47:21	d01ef017-cc16-457c-b864-707b9c953da8	GET	undefined	/script.js
20230915	16:47:21	a7e64ebe-cb31-48ca-a430-7a39f09c2651	GET	undefined	/img.png
20230915	16:47:21	f2d5fea8-9972-4b20-a52e-c6a0dfb2c73d	GET	undefined	/imgfeaturef1.png
20230915	16:47:21	de9a9895-0f07-4039-8baa-a0694fe511e1	GET	undefined	/Online%20Order.png.png
20230915	16:47:21	4bd9aaf6-24a8-4db3-ad97-27c79cff4ff9	GET	undefined	/Save%20Money.png.png
20230915	16:47:21	5505375d-c944-49d8-b0ee-45166c1adb09	GET	undefined	/Promotion.png.png
20230915	16:47:21	ff43bf6e-167b-4753-b326-f8e33052996a	GET	undefined	/img/hero4.png
20230915	16:47:21	73f578b6-bc24-438c-9527-0e0320e61966	GET	undefined	/img/button.png
20230915	16:47:21	406e93c8-5f0e-40ab-b0de-dff1eeb0b72a	GET	undefined	/Happy%20sell.png
20230915	16:47:21	470c7781-a6ef-400d-a0ec-c884e798585f	GET	undefined	/Support.png
20230915	16:47:21	2535cf9c-48fd-4e6a-a2c8-f5d62f3168cc	GET	undefined	/product%20f1.jpg
20230915	16:47:22	4f366483-775d-4b94-ad0c-b4657fb9a8f0	GET	undefined	/product%20f2.jpg
20230915	16:47:22	853c6e0d-49fb-48c1-b90c-a154bd8fa1f2	GET	undefined	/product%20f3.jpg
20230915	16:47:22	6125ae1b-0a20-43e5-afb8-cd654d902d11	GET	undefined	/product%20f4.jpg
20230915	16:47:22	2d78342a-8655-43ae-800d-cc23a71f7d5c	GET	undefined	/product%20f5.jpg
20230915	16:47:22	37e8a056-3b13-4d62-a994-9374024338a6	GET	undefined	/product%20f6.jpg
20230915	16:47:22	b35cb625-daae-4c27-9f61-e823a0376b2d	GET	undefined	/product%20f7.jpg
20230915	16:47:22	5055e331-1b1f-46b0-8bd0-7d342357f084	GET	undefined	/product%20f8.jpg
20230915	16:48:30	e943228d-2f5c-406b-853a-58b90ad7af95	GET	undefined	/product%20f1.jpg
20230915	16:48:30	df0eb41f-bda5-4582-8fd9-c1bd553e9ceb	GET	undefined	/product%20f2.jpg
20230915	16:48:32	d8d63b0e-4048-495f-ba98-d30534de64ce	GET	undefined	/product%20f3.jpg
20230915	16:53:48	e391329f-32a4-4bda-b708-cac04b24d7bf	GET	undefined	/product%20f8.jpg
20230915	16:56:11	8e11722e-e074-4414-bfc7-09b2a977df4f	GET	undefined	/new-page.html
20230915	16:56:11	f26d78ed-ec8c-4b69-a007-dcca645e092c	GET	undefined	/css/style.css
20230915	16:56:11	93860357-930f-4189-92ab-525630670e5c	GET	undefined	/img/img1.jpg
20230915	16:57:27	62492d34-95f6-4b70-b37a-790ea421217b	GET	undefined	/new-page.html
20230915	16:57:27	2533d02c-6e7c-4144-8029-b67cc6991357	GET	undefined	/css/style.css
20230915	16:57:27	51a152e2-6259-4d9f-9a11-a757bd2dee64	GET	undefined	/img/img1.jpg
20230915	16:57:27	809cf6df-435a-492c-94c5-b222196553b1	GET	undefined	/new-page.html
